home_team,away_team,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
África do Sul,Curaçao,52.597,25.595,21.808,9.03,7.724,3.591,1.088,0.26,13.334,11.81,5.293,1.644,0.393,10.257,9.093,4.024,1.19,0.241,5.486,4.632,2.17,0.661,0.146,2.195,1.966,0.831,0.247,0.07
África do Sul,Países Baixos,8.112,14.519,77.369,3.987,9.89,12.173,10.506,6.964,2.717,6.849,8.305,7.332,4.683,0.953,2.389,2.97,2.572,1.669,0.25,0.533,0.737,0.628,0.44,0.046,0.114,0.149,0.116,0.079
África do Sul,Japão,9.003,16.117,74.88,5.003,11.244,13.101,10.278,6.353,3.268,7.403,8.504,6.798,4.193,1.127,2.601,3.079,2.376,1.465,0.268,0.573,0.697,0.565,0.329,0.042,0.114,0.152,0.083,0.061
África do Sul,Tunísia,27.934,30.389,41.677,13.83,15.099,8.591,3.326,1.0,11.622,12.931,7.367,2.954,0.819,5.059,5.674,3.227,1.322,0.364,1.528,1.758,0.975,0.375,0.112,0.379,0.381,0.218,0.103,0.025
África do Sul,Suécia,25.405,22.355,52.24,4.742,8.229,7.718,4.811,2.49,5.407,10.07,9.315,5.977,2.809,3.47,6.297,5.763,3.688,1.733,1.435,2.686,2.444,1.527,0.687,0.46,0.875,0.862,0.449,0.222
África do Sul,Bélgica,12.067,20.026,67.907,7.047,13.515,13.377,8.916,4.74,4.704,9.344,9.04,5.977,3.071,1.672,3.226,3.046,2.043,1.132,0.418,0.742,0.772,0.543,0.267,0.067,0.144,0.138,0.091,0.044
África do Sul,Egito,27.398,29.207,43.395,12.221,14.49,8.622,3.676,1.239,10.669,12.933,7.887,3.297,1.027,4.967,5.894,3.548,1.572,0.467,1.568,1.827,1.054,0.471,0.144,0.335,0.468,0.25,0.095,0.033
África do Sul,Irã,28.419,25.722,45.859,7.721,11.12,8.301,4.13,1.653,8.267,12.112,8.732,4.444,1.675,4.585,6.703,4.829,2.389,0.962,1.82,2.439,1.848,0.944,0.365,0.541,0.747,0.553,0.278,0.104
África do Sul,Nova Zelândia,37.386,27.24,35.374,9.499,10.929,6.352,2.587,0.745,11.354,12.658,7.428,2.991,0.919,6.836,7.713,4.279,1.755,0.606,2.833,3.171,1.813,0.737,0.227,0.871,1.017,0.557,0.243,0.062
África do Sul,Espanha,3.516,8.801,87.683,2.725,7.947,12.31,12.708,10.138,1.372,4.145,6.379,6.645,5.238,0.352,1.076,1.578,1.759,1.402,0.072,0.187,0.295,0.322,0.262,0.008,0.026,0.056,0.049,0.026
África do Sul,Uruguai,11.823,23.448,64.729,11.321,18.17,14.945,8.443,3.656,6.049,9.641,7.949,4.507,1.98,1.667,2.658,2.228,1.229,0.573,0.301,0.516,0.416,0.24,0.1,0.035,0.064,0.065,0.033,0.016
África do Sul,Arábia Saudita,36.058,29.988,33.954,12.906,12.731,6.431,2.275,0.61,13.447,13.119,6.788,2.289,0.641,6.955,6.941,3.5,1.276,0.344,2.543,2.527,1.276,0.427,0.104,0.699,0.638,0.371,0.107,0.036
África do Sul,Cabo Verde,43.59,27.523,28.887,10.055,9.926,5.128,1.71,0.497,12.882,12.548,6.247,2.247,0.616,8.321,8.285,4.211,1.47,0.394,3.631,3.776,1.845,0.647,0.176,1.298,1.273,0.697,0.26,0.058
África do Sul,França,5.892,13.106,81.002,4.472,11.075,14.191,12.094,8.095,2.463,6.099,7.638,6.588,4.518,0.617,1.759,2.146,1.843,1.271,0.116,0.321,0.401,0.35,0.26,0.023,0.049,0.053,0.055,0.037
África do Sul,Senegal,16.6,23.016,60.384,8.169,13.983,12.069,7.03,3.275,6.253,10.537,9.147,5.408,2.44,2.438,4.25,3.694,2.101,0.949,0.717,1.123,1.002,0.554,0.257,0.151,0.24,0.176,0.11,0.059
África do Sul,Noruega,10.651,15.451,73.898,3.538,8.443,10.617,9.133,5.723,2.951,7.037,8.822,7.468,4.956,1.291,2.989,3.761,3.165,2.164,0.392,0.903,1.122,0.96,0.652,0.098,0.213,0.265,0.196,0.14
África do Sul,Iraque,34.033,28.71,37.257,10.947,12.215,7.037,2.808,0.864,11.599,13.081,7.425,3.011,0.909,6.373,7.026,4.057,1.55,0.499,2.361,2.652,1.441,0.569,0.177,0.638,0.766,0.386,0.168,0.054
África do Sul,Argentina,4.204,11.675,84.121,4.671,11.96,15.234,13.682,9.359,1.992,5.276,6.707,5.991,4.133,0.471,1.161,1.491,1.322,0.914,0.06,0.183,0.243,0.218,0.161,0.008,0.017,0.036,0.024,0.018
África do Sul,Áustria,15.469,21.886,62.645,7.482,13.433,12.135,7.564,3.67,5.72,10.175,9.241,5.724,2.775,2.214,3.978,3.589,2.299,1.096,0.624,1.125,0.971,0.576,0.265,0.126,0.216,0.212,0.141,0.062
África do Sul,Argélia,22.635,24.978,52.387,8.074,12.589,9.808,5.44,2.144,7.481,11.611,8.985,4.98,2.089,3.627,5.452,4.448,2.401,0.972,1.102,1.844,1.476,0.759,0.314,0.291,0.459,0.354,0.194,0.081
África do Sul,Jordânia,32.443,25.229,42.328,6.717,9.482,6.98,3.519,1.396,8.119,11.764,8.506,4.366,1.704,5.13,7.519,5.417,2.779,1.076,2.167,3.153,2.321,1.165,0.47,0.709,1.071,0.773,0.357,0.154
África do Sul,Portugal,7.641,14.174,78.185,3.909,9.86,12.501,10.818,6.975,2.563,6.626,8.359,7.172,4.804,0.939,2.28,3.026,2.524,1.556,0.216,0.53,0.676,0.543,0.372,0.041,0.087,0.127,0.098,0.063
África do Sul,Colômbia,7.424,14.115,78.461,4.156,10.162,12.712,11.028,7.315,2.684,6.543,8.244,6.999,4.682,0.864,2.135,2.81,2.282,1.591,0.196,0.537,0.617,0.546,0.354,0.029,0.094,0.114,0.091,0.054
África do Sul,Uzbequistão,25.171,29.443,45.386,13.334,15.818,9.698,3.957,1.271,10.632,12.536,7.656,3.126,1.012,4.39,5.342,3.163,1.304,0.406,1.293,1.537,0.903,0.37,0.107,0.256,0.332,0.19,0.083,0.039
África do Sul,República Democrática do Congo,28.619,31.899,39.482,15.783,16.272,8.248,2.957,0.798,12.854,13.013,6.508,2.291,0.652,5.441,5.36,2.833,0.949,0.266,1.539,1.527,0.803,0.262,0.073,0.354,0.326,0.164,0.072,0.008
Suíça,Canadá,52.474,23.919,23.607,6.722,6.894,3.572,1.265,0.384,11.275,11.344,5.706,2.142,0.616,9.007,9.199,4.794,1.723,0.513,5.262,5.366,2.796,0.934,0.282,2.307,2.378,1.16,0.442,0.116
Canadá,Catar,64.002,20.213,15.785,5.644,4.938,2.171,0.684,0.14,11.174,9.503,4.297,1.252,0.33,11.089,9.577,4.13,1.261,0.31,7.461,6.54,2.963,0.815,0.177,3.781,3.47,1.501,0.458,0.112
Canadá,Bósnia e Herzegovina,54.811,24.573,20.616,8.618,7.397,3.24,0.957,0.211,13.611,11.447,5.137,1.516,0.323,10.631,8.986,3.823,1.171,0.271,5.888,4.894,2.245,0.618,0.138,2.461,2.134,0.91,0.279,0.06
Catar,Suíça,7.297,12.224,80.479,2.528,7.347,10.114,9.956,7.485,1.975,5.605,7.793,7.727,5.846,0.841,2.17,3.135,2.922,2.263,0.215,0.589,0.85,0.817,0.597,0.042,0.107,0.196,0.169,0.123
Suíça,Bósnia e Herzegovina,72.332,16.819,10.849,4.597,3.517,1.403,0.386,0.077,10.461,7.89,3.034,0.837,0.145,11.872,9.015,3.504,0.968,0.201,9.435,6.988,2.831,0.72,0.147,5.656,4.28,1.714,0.462,0.096
África do Sul,Inglaterra,5.882,14.193,79.925,5.763,13.139,15.593,12.92,7.805,2.933,6.32,7.634,5.997,3.735,0.7,1.489,1.811,1.518,0.889,0.099,0.245,0.309,0.281,0.163,0.016,0.018,0.029,0.027,0.018
África do Sul,Croácia,12.395,20.421,67.184,7.204,13.687,13.101,8.74,4.543,4.93,9.434,9.049,5.824,3.101,1.706,3.266,3.237,2.114,1.136,0.427,0.773,0.756,0.5,0.253,0.074,0.156,0.131,0.085,0.041
África do Sul,Gana,39.316,26.07,34.614,7.931,9.553,5.809,2.471,0.787,10.188,12.185,7.662,3.242,1.039,6.807,8.098,4.937,2.084,0.65,3.152,3.85,2.253,0.913,0.319,1.101,1.34,0.837,0.329,0.096
África do Sul,Panamá,32.176,25.392,42.432,7.006,9.867,7.115,3.639,1.406,8.56,11.919,8.604,4.182,1.672,5.15,7.36,5.212,2.619,0.952,2.162,3.058,2.222,1.104,0.44,0.686,0.96,0.69,0.365,0.136
Tchéquia,Canadá,27.297,25.107,47.596,7.404,11.043,8.416,4.392,1.724,7.952,11.779,9.229,4.63,1.85,4.356,6.397,4.829,2.554,1.041,1.68,2.473,1.846,0.996,0.383,0.463,0.721,0.537,0.278,0.089
Tchéquia,Suíça,15.754,18.916,65.33,4.252,9.062,9.976,7.3,4.198,4.059,8.642,9.585,7.014,4.009,2.052,4.296,4.662,3.409,1.948,0.694,1.362,1.638,1.158,0.72,0.183,0.358,0.428,0.296,0.181
Tchéquia,Catar,54.606,22.057,23.337,4.866,5.442,3.244,1.299,0.414,8.74,9.963,5.899,2.294,0.732,8.249,9.451,5.588,2.144,0.642,5.423,6.124,3.633,1.426,0.418,2.586,2.987,1.68,0.732,0.19
Tchéquia,Bósnia e Herzegovina,45.779,25.336,28.885,7.197,8.028,4.528,1.773,0.566,10.557,11.79,6.724,2.662,0.814,7.946,8.827,5.158,2.048,0.62,4.051,4.571,2.671,1.038,0.314,1.657,1.813,1.061,0.387,0.145
Tchéquia,Brasil,9.77,16.039,74.191,4.587,10.444,12.289,9.945,6.092,3.341,7.481,8.882,6.998,4.398,1.198,2.822,3.198,2.579,1.661,0.288,0.736,0.796,0.683,0.379,0.055,0.147,0.175,0.127,0.084
Tchéquia,Marrocos,10.305,20.468,69.227,9.237,16.687,15.462,9.597,4.704,4.923,8.743,8.238,5.117,2.494,1.438,2.462,2.226,1.444,0.731,0.271,0.492,0.457,0.247,0.13,0.046,0.064,0.075,0.049,0.015
Tchéquia,Escócia,26.019,23.479,50.502,5.844,9.574,8.109,4.707,2.172,6.673,10.78,9.339,5.399,2.436,3.773,6.377,5.437,3.115,1.417,1.478,2.472,2.17,1.232,0.587,0.467,0.738,0.661,0.39,0.164
Tchéquia,Haiti,58.688,21.528,19.784,5.21,5.249,2.623,1.04,0.281,9.763,9.973,5.15,1.839,0.525,9.387,9.541,5.004,1.725,0.511,6.267,6.179,3.321,1.174,0.345,3.238,3.157,1.685,0.552,0.154
Tchéquia,EUA,27.498,23.593,48.909,5.632,9.249,7.638,4.657,1.956,6.632,10.804,9.228,5.248,2.406,4.034,6.485,5.632,3.179,1.396,1.634,2.85,2.299,1.331,0.574,0.528,0.943,0.736,0.463,0.177
Tchéquia,Austrália,18.671,23.033,58.296,7.383,12.534,10.841,6.533,3.057,6.223,10.725,9.463,5.678,2.458,2.78,4.81,4.112,2.497,1.101,0.89,1.452,1.262,0.738,0.348,0.165,0.336,0.303,0.169,0.07
Tchéquia,Paraguai,24.787,27.078,48.135,10.253,13.837,9.406,4.572,1.75,9.143,12.237,8.385,4.045,1.586,4.217,5.614,3.923,1.884,0.715,1.366,1.728,1.216,0.604,0.206,0.375,0.394,0.268,0.167,0.056
Tchéquia,Turquia,25.987,22.896,51.117,5.137,8.818,7.858,4.909,2.167,6.021,10.447,9.228,5.719,2.634,3.697,6.249,5.619,3.421,1.57,1.536,2.688,2.373,1.45,0.646,0.465,0.828,0.781,0.451,0.219
Tchéquia,Alemanha,8.912,13.677,77.411,2.818,7.436,9.966,9.324,6.434,2.303,6.16,8.316,7.742,5.51,1.039,2.583,3.537,3.204,2.285,0.286,0.771,1.039,0.957,0.66,0.07,0.182,0.242,0.217,0.185
Tchéquia,Equador,15.817,27.199,56.984,13.71,18.767,13.253,6.257,2.369,7.964,10.965,7.729,3.731,1.383,2.475,3.337,2.282,1.155,0.441,0.505,0.701,0.495,0.229,0.082,0.073,0.135,0.059,0.023,0.013
Tchéquia,Costa do Marfim,36.914,27.832,35.254,9.963,11.116,6.432,2.485,0.814,11.357,12.666,7.338,2.958,0.874,6.884,7.622,4.412,1.685,0.559,2.757,3.024,1.76,0.713,0.192,0.813,0.951,0.585,0.236,0.067
Tchéquia,Curaçao,59.234,22.483,18.283,6.664,5.91,2.732,0.841,0.194,11.88,10.557,4.707,1.432,0.379,10.637,9.292,4.327,1.289,0.344,6.624,5.768,2.657,0.829,0.199,3.264,2.831,1.275,0.401,0.093
Tchéquia,Países Baixos,9.918,15.15,74.932,3.495,8.442,10.867,9.315,6.077,2.8,6.982,8.776,7.686,4.915,1.165,2.875,3.592,3.062,2.084,0.365,0.822,0.997,0.933,0.573,0.084,0.182,0.251,0.186,0.138
Tchéquia,Japão,10.839,16.506,72.655,4.329,10.058,11.588,9.147,5.728,3.264,7.654,8.941,7.203,4.435,1.417,3.091,3.639,2.881,1.719,0.375,0.888,0.987,0.765,0.501,0.096,0.202,0.222,0.149,0.105
Tchéquia,Tunísia,32.568,29.023,38.409,11.774,12.974,7.412,2.977,0.976,11.733,12.868,7.38,2.874,0.862,5.948,6.787,3.789,1.575,0.459,2.117,2.406,1.281,0.552,0.152,0.613,0.651,0.344,0.178,0.038
Tchéquia,Suécia,30.417,22.205,47.378,3.609,6.482,6.125,3.833,1.955,5.244,9.482,8.849,5.491,2.602,3.817,6.704,6.566,3.997,2.014,1.894,3.393,3.161,2.104,1.02,0.724,1.427,1.231,0.787,0.393
Tchéquia,Bélgica,14.677,20.194,65.129,5.988,11.924,11.659,7.982,4.011,4.936,9.531,9.427,6.351,3.312,2.067,3.882,3.834,2.647,1.372,0.594,1.13,1.084,0.754,0.401,0.153,0.257,0.257,0.151,0.083
Tchéquia,Egito,32.312,28.004,39.684,10.207,12.433,7.468,3.17,0.997,10.692,12.75,7.638,3.234,1.078,5.838,7.001,4.287,1.871,0.581,2.119,2.548,1.533,0.702,0.202,0.634,0.758,0.426,0.189,0.053
Tchéquia,Irã,33.622,24.725,41.653,6.168,8.88,6.735,3.494,1.409,7.811,11.42,8.487,4.331,1.667,5.429,7.429,5.658,2.859,1.043,2.388,3.381,2.554,1.27,0.499,0.869,1.187,0.881,0.399,0.19
Tchéquia,Nova Zelândia,43.106,25.811,31.083,7.735,8.624,5.062,2.079,0.639,10.431,11.954,7.09,2.923,0.893,7.545,8.639,4.98,1.959,0.611,3.643,4.175,2.454,1.024,0.335,1.399,1.678,0.936,0.378,0.107
Tchéquia,Espanha,4.325,9.516,86.159,2.456,7.161,11.171,11.494,9.379,1.38,4.385,6.686,7.163,5.694,0.451,1.4,2.13,2.174,1.802,0.091,0.29,0.441,0.471,0.404,0.012,0.043,0.086,0.08,0.068
Tchéquia,Uruguai,14.396,23.288,62.316,10.059,16.245,13.678,7.707,3.388,6.445,10.153,8.529,4.896,2.145,2.077,3.44,2.695,1.542,0.695,0.476,0.809,0.65,0.349,0.17,0.098,0.158,0.106,0.064,0.03
Tchéquia,Arábia Saudita,41.439,28.204,30.357,10.569,10.354,5.501,1.969,0.496,12.725,12.86,6.578,2.319,0.66,8.097,7.991,4.083,1.457,0.395,3.403,3.411,1.767,0.63,0.155,1.098,1.121,0.596,0.19,0.059
Tchéquia,Cabo Verde,49.603,25.235,25.162,7.786,7.852,4.052,1.439,0.37,11.77,11.851,6.074,2.115,0.585,9.071,8.981,4.604,1.577,0.439,4.796,4.753,2.375,0.877,0.215,2.005,1.966,1.047,0.363,0.112
Tchéquia,França,7.222,13.56,79.218,3.887,9.957,12.773,11.036,7.482,2.632,6.394,8.221,7.126,4.781,0.855,2.116,2.653,2.262,1.605,0.184,0.5,0.57,0.557,0.326,0.031,0.079,0.095,0.092,0.066
Tchéquia,Senegal,19.822,23.219,56.959,7.032,11.902,10.449,6.174,2.92,6.368,10.818,9.272,5.646,2.594,3.046,5.005,4.441,2.615,1.209,0.934,1.591,1.404,0.835,0.419,0.239,0.37,0.318,0.215,0.087
Tchéquia,Noruega,13.092,16.368,70.54,2.977,7.246,8.972,7.654,4.998,2.857,7.149,8.754,7.674,4.986,1.507,3.612,4.556,3.836,2.542,0.516,1.277,1.598,1.402,0.839,0.16,0.329,0.423,0.389,0.254
Tchéquia,Iraque,39.06,26.899,34.041,8.898,10.277,5.889,2.329,0.734,10.932,12.532,7.461,2.96,0.902,7.078,8.045,4.608,1.846,0.613,3.104,3.427,2.083,0.77,0.24,1.118,1.18,0.637,0.276,0.087
Tchéquia,Argentina,5.07,12.118,82.812,4.106,10.746,14.242,12.684,8.662,2.041,5.696,7.299,6.416,4.51,0.596,1.525,1.98,1.789,1.235,0.095,0.292,0.335,0.309,0.204,0.014,0.049,0.054,0.038,0.025
Tchéquia,Áustria,18.564,22.335,59.101,6.545,11.603,10.41,6.609,3.131,5.845,10.268,9.612,5.881,2.889,2.636,4.832,4.473,2.716,1.284,0.836,1.528,1.441,0.94,0.386,0.212,0.362,0.346,0.219,0.098
Tchéquia,Argélia,26.622,24.334,49.044,6.547,10.59,8.265,4.623,1.946,7.272,11.386,9.217,5.07,2.145,4.125,6.439,5.183,2.733,1.186,1.597,2.385,1.945,1.106,0.465,0.435,0.79,0.597,0.312,0.107
Tchéquia,Jordânia,37.948,23.814,38.238,5.211,7.529,5.694,2.844,1.177,7.399,10.772,8.301,4.125,1.585,5.558,8.116,6.072,3.083,1.16,2.935,4.12,3.152,1.503,0.617,1.096,1.628,1.22,0.606,0.229
Tchéquia,Portugal,9.542,14.802,75.656,3.44,8.532,10.892,9.557,6.449,2.754,6.91,8.82,7.41,4.974,1.088,2.781,3.474,3.028,2.08,0.336,0.764,1.021,0.841,0.58,0.074,0.2,0.189,0.178,0.124
Tchéquia,Colômbia,9.183,14.586,76.231,3.698,9.042,11.103,9.839,6.501,2.72,6.689,8.634,7.359,4.916,1.095,2.704,3.298,2.876,1.913,0.284,0.725,0.936,0.787,0.551,0.06,0.159,0.176,0.172,0.106
Tchéquia,Uzbequistão,29.785,28.611,41.604,11.377,13.342,8.298,3.405,1.111,10.788,12.814,7.77,3.249,1.065,5.56,6.394,3.842,1.661,0.5,1.751,2.105,1.304,0.523,0.196,0.441,0.573,0.339,0.129,0.052
Tchéquia,República Democrática do Congo,33.349,30.418,36.233,13.579,13.921,7.051,2.544,0.685,12.987,13.15,6.792,2.437,0.694,6.412,6.458,3.282,1.141,0.342,2.16,2.181,1.131,0.386,0.102,0.617,0.584,0.288,0.092,0.02
Tchéquia,Inglaterra,6.985,14.713,78.302,5.227,12.109,14.397,11.744,7.199,2.912,6.777,8.153,6.459,4.103,0.817,1.983,2.297,1.882,1.139,0.169,0.373,0.467,0.369,0.251,0.028,0.057,0.08,0.058,0.039
Tchéquia,Croácia,15.136,20.758,64.106,6.194,11.887,11.713,7.636,3.994,5.122,9.724,9.358,6.364,3.271,2.159,4.028,4.0,2.607,1.303,0.591,1.141,1.147,0.738,0.355,0.141,0.22,0.219,0.176,0.089
Tchéquia,Gana,45.368,24.515,30.117,6.14,7.384,4.64,1.95,0.606,9.387,11.484,7.007,2.989,0.988,7.441,8.799,5.451,2.336,0.767,4.015,4.802,2.976,1.238,0.416,1.671,1.965,1.206,0.506,0.188
Tchéquia,Panamá,37.532,24.356,38.112,5.556,7.925,5.721,2.915,1.14,7.844,11.251,8.225,4.042,1.595,5.776,8.038,5.877,2.901,1.134,2.893,3.94,2.905,1.43,0.589,1.052,1.491,1.122,0.551,0.213
Canadá,Brasil,15.645,22.071,62.284,7.685,13.62,12.208,7.368,3.643,5.809,10.168,9.18,5.727,2.661,2.285,4.054,3.57,2.219,1.081,0.604,1.109,0.972,0.595,0.29,0.125,0.197,0.192,0.144,0.05
Canadá,Marrocos,15.282,27.098,57.62,13.805,19.032,13.6,6.44,2.413,7.796,10.737,7.828,3.692,1.394,2.327,3.236,2.293,1.086,0.383,0.524,0.607,0.463,0.242,0.063,0.068,0.105,0.075,0.035,0.019
Canadá,Escócia,35.13,26.536,38.334,8.158,10.346,6.691,2.879,0.972,9.705,12.382,7.924,3.693,1.222,6.059,7.708,4.968,2.235,0.76,2.536,3.171,2.105,0.919,0.307,0.847,1.024,0.669,0.295,0.095
Canadá,Haiti,67.008,19.581,13.411,5.905,4.652,1.917,0.499,0.094,11.826,9.089,3.562,0.97,0.189,12.09,9.373,3.757,0.994,0.208,8.38,6.324,2.469,0.721,0.175,4.68,3.411,1.389,0.374,0.102
Canadá,EUA,36.612,26.126,37.262,7.706,9.936,6.394,2.798,0.966,9.816,12.303,8.087,3.48,1.176,6.32,7.832,5.098,2.16,0.768,2.682,3.412,2.273,0.912,0.312,0.888,1.175,0.737,0.342,0.098
Canadá,Austrália,26.297,27.731,45.972,10.704,13.846,9.11,4.252,1.434,9.814,12.535,8.374,3.776,1.293,4.511,5.869,3.893,1.781,0.609,1.489,1.859,1.164,0.555,0.221,0.384,0.425,0.326,0.16,0.04
Canadá,Paraguai,32.201,30.446,37.353,13.508,13.843,7.467,2.718,0.78,12.738,13.118,7.078,2.581,0.684,6.021,6.368,3.394,1.205,0.341,2.01,2.079,1.129,0.4,0.11,0.529,0.545,0.29,0.103,0.025
Canadá,Turquia,35.698,25.755,38.547,7.184,9.545,6.425,3.008,1.097,8.956,12.032,8.074,3.794,1.36,5.912,7.814,5.29,2.471,0.916,2.669,3.504,2.361,1.113,0.387,0.876,1.193,0.824,0.338,0.125
Canadá,Alemanha,14.984,19.681,65.335,5.107,10.414,10.909,7.653,4.2,4.508,9.175,9.415,6.712,3.756,1.997,3.964,4.265,3.087,1.625,0.642,1.29,1.287,1.0,0.487,0.158,0.299,0.345,0.234,0.126
Canadá,Equador,21.698,32.65,45.652,18.48,19.186,10.328,3.854,1.108,11.567,11.924,6.447,2.363,0.692,3.755,3.812,2.054,0.766,0.228,0.811,0.869,0.434,0.179,0.056,0.15,0.13,0.07,0.033,0.013
Canadá,Costa do Marfim,45.151,28.975,25.874,12.084,10.264,4.505,1.405,0.336,14.6,12.773,5.611,1.727,0.383,9.258,8.157,3.658,1.058,0.238,3.954,3.475,1.5,0.416,0.105,1.347,1.135,0.474,0.131,0.042
Canadá,Curaçao,67.091,20.419,12.49,7.441,5.073,1.705,0.385,0.077,14.001,9.28,3.227,0.813,0.146,13.499,8.939,3.168,0.747,0.123,8.81,5.806,2.03,0.485,0.098,4.433,2.925,0.989,0.242,0.04
Canadá,Países Baixos,16.521,21.049,62.43,5.959,11.555,10.861,7.374,3.77,5.281,9.889,9.593,6.269,3.148,2.314,4.423,4.234,2.759,1.321,0.69,1.331,1.285,0.85,0.457,0.184,0.292,0.267,0.2,0.109
Canadá,Japão,17.509,22.497,59.994,7.214,12.559,11.249,6.833,3.278,6.019,10.509,9.498,5.7,2.686,2.584,4.471,3.963,2.408,1.201,0.773,1.297,1.216,0.715,0.317,0.18,0.298,0.291,0.165,0.094
Canadá,Tunísia,40.593,30.893,28.514,14.427,12.168,5.302,1.573,0.371,15.513,13.016,5.599,1.685,0.358,8.334,7.034,3.053,0.909,0.241,3.201,2.629,1.118,0.379,0.081,0.948,0.769,0.343,0.088,0.018
Canadá,Suécia,40.872,23.766,35.362,5.123,7.358,5.144,2.554,0.917,7.752,10.738,7.866,3.786,1.419,6.009,8.51,6.079,2.917,1.089,3.242,4.561,3.303,1.578,0.485,1.302,1.81,1.23,0.679,0.224
Canadá,Bélgica,21.284,25.88,52.836,9.498,13.727,10.55,5.474,2.204,7.904,11.834,9.134,4.561,1.844,3.41,5.017,3.851,2.046,0.825,1.021,1.579,1.113,0.63,0.238,0.224,0.348,0.268,0.137,0.066
Canadá,Egito,40.526,29.693,29.781,12.864,11.76,5.451,1.819,0.434,14.348,12.887,6.136,1.93,0.469,8.175,7.405,3.447,1.11,0.263,3.239,2.958,1.374,0.461,0.111,0.949,0.854,0.383,0.125,0.031
Canadá,Irã,43.04,26.099,30.861,8.27,9.083,5.174,2.08,0.652,11.068,12.174,7.007,2.655,0.805,7.669,8.628,4.722,1.872,0.579,3.698,4.128,2.299,0.837,0.275,1.274,1.507,0.829,0.336,0.091
Canadá,Nova Zelândia,51.805,25.787,22.408,9.385,8.092,3.745,1.143,0.273,13.666,11.667,5.214,1.652,0.393,10.124,8.804,3.982,1.178,0.281,5.201,4.514,2.084,0.698,0.149,2.173,1.841,0.859,0.264,0.049
Canadá,Espanha,8.23,15.368,76.402,4.746,11.084,13.058,10.777,6.696,2.978,7.189,8.597,7.007,4.22,1.027,2.357,2.85,2.378,1.397,0.229,0.551,0.641,0.517,0.329,0.044,0.102,0.116,0.111,0.061
Canadá,Uruguai,20.136,29.425,50.439,14.426,17.931,11.327,4.939,1.657,9.692,12.073,7.58,3.248,1.063,3.24,4.213,2.627,1.101,0.385,0.786,0.955,0.65,0.283,0.1,0.145,0.191,0.119,0.054,0.016
Canadá,Arábia Saudita,49.5,28.488,22.012,12.62,9.635,3.74,0.98,0.182,16.171,12.234,4.645,1.277,0.256,10.603,8.158,3.234,0.892,0.18,4.746,3.592,1.404,0.376,0.08,1.605,1.251,0.52,0.119,0.021
Canadá,Cabo Verde,58.009,24.239,17.752,9.18,7.035,2.677,0.724,0.149,14.393,11.035,4.291,1.226,0.211,11.779,9.071,3.441,0.977,0.192,6.73,4.956,1.973,0.532,0.115,2.926,2.158,0.849,0.216,0.047
Canadá,França,11.982,20.048,67.97,7.174,13.602,13.326,8.971,4.571,4.641,9.178,9.089,6.089,3.142,1.694,3.219,3.144,2.131,1.073,0.383,0.764,0.746,0.501,0.239,0.082,0.141,0.139,0.097,0.05
Canadá,Senegal,27.57,27.593,44.837,10.141,13.029,8.747,3.938,1.419,9.796,12.643,8.374,3.836,1.338,4.731,6.098,4.097,1.85,0.676,1.594,2.121,1.35,0.655,0.235,0.393,0.577,0.354,0.159,0.053
Canadá,Noruega,20.785,21.475,57.74,5.072,9.651,9.142,6.097,2.974,5.251,9.863,9.494,6.326,3.103,2.86,5.31,5.01,3.31,1.641,1.077,2.038,1.844,1.318,0.635,0.315,0.581,0.584,0.348,0.19
Canadá,Iraque,48.519,27.348,24.133,10.821,9.387,4.195,1.216,0.262,14.41,12.342,5.445,1.582,0.372,9.879,8.464,3.614,1.094,0.248,4.646,3.948,1.757,0.528,0.119,1.662,1.442,0.626,0.18,0.042
Canadá,Argentina,9.041,18.61,72.349,7.738,15.208,15.356,10.53,5.365,4.226,8.14,8.323,5.723,3.015,1.142,2.325,2.384,1.628,0.81,0.25,0.408,0.437,0.314,0.152,0.036,0.064,0.063,0.051,0.032
Canadá,Áustria,26.281,26.768,46.951,9.502,12.842,9.171,4.342,1.584,9.061,12.395,8.655,4.117,1.491,4.384,6.018,4.137,2.019,0.798,1.516,1.998,1.375,0.665,0.228,0.405,0.585,0.337,0.186,0.067
Canadá,Argélia,35.654,27.205,37.141,9.013,10.997,6.787,2.818,0.891,10.414,12.713,7.669,3.176,0.988,6.414,7.689,4.599,2.002,0.6,2.578,3.05,1.85,0.797,0.269,0.856,1.046,0.61,0.228,0.078
Canadá,Jordânia,47.942,24.669,27.389,6.81,7.471,4.28,1.655,0.502,10.528,11.455,6.516,2.575,0.784,8.146,9.17,5.186,1.971,0.636,4.413,4.966,2.737,1.08,0.328,1.826,1.997,1.133,0.461,0.128
Canadá,Portugal,15.703,20.515,63.782,6.029,11.723,11.304,7.561,3.813,5.041,9.595,9.415,6.502,3.353,2.207,4.231,4.026,2.779,1.358,0.637,1.196,1.216,0.766,0.405,0.173,0.314,0.275,0.182,0.092
Canadá,Colômbia,15.316,20.847,63.837,6.434,12.047,11.649,7.659,3.963,5.103,9.598,9.337,6.191,3.203,2.134,4.062,3.993,2.511,1.298,0.656,1.162,1.169,0.721,0.383,0.134,0.279,0.259,0.154,0.094
