home_team,away_team,date,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
Argentina,Marrocos,,43.41,33.88,22.71,19.4,12.45,3.83,0.8,0.24,19.87,11.96,3.54,0.97,0.14,9.24,5.99,2.28,0.55,0.08,3.32,1.86,0.7,0.22,0.01,0.81,0.84,0.27,0.07,0.02
