home_team,away_team,date,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
Brasil,Espanha,,23.86,22.88,53.26,5.8,10.15,8.62,5.24,2.64,6.36,10.74,9.26,5.33,2.67,3.39,6.01,5.08,3.29,1.58,1.24,2.26,2.08,1.14,0.59,0.35,0.62,0.54,0.32,0.11
